SPACECRAFT DATE/TIME ,   adcs_main ADRW1MTRT,   adcs_main ADRW2MTRT,   adcs_main ADRW3MTRT,   adcs_main ADRW4MTRT
        UTC          ,                     C,                     C,                     C,                     C
  05/04/13 00:40:00.0,   2.8374383179325E+01,   1.7000101527813E+02,   3.3706859043217E+01,   3.0373113415466E+01
  05/04/13 00:45:00.0,   2.8320605171335E+01,   1.7000101527813E+02,   3.3872180525577E+01,   3.0590153933401E+01
  05/04/13 00:55:00.0,   2.8320568206298E+01,   1.7000101527813E+02,   3.3872180525577E+01,   3.0481659098194E+01
  05/04/13 01:00:00.0,   2.8643628510705E+01,   1.7000101527813E+02,   3.3982485142522E+01,   3.0861737351544E+01
  05/04/13 01:05:00.0,   2.8589756148489E+01,   1.7000101527813E+02,   3.3706829013769E+01,   3.0753062400880E+01
  05/04/13 01:10:00.0,   2.8589775701825E+01,   1.7000101527813E+02,   3.3706859043217E+01,   3.0644439551659E+01
  05/04/13 01:15:00.0,   2.8751433529498E+01,   1.7000101527813E+02,   3.3596704754731E+01,   3.0644465358011E+01
  05/04/13 01:20:00.0,   2.8589756148489E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0753062400880E+01
  05/04/13 01:25:00.0,   2.8374457980215E+01,   1.7000101527813E+02,   3.3541627644605E+01,   3.0644439551659E+01
  05/04/13 01:30:00.0,   2.8697520837377E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0698750976269E+01
  05/04/13 01:35:00.0,   2.8482050530729E+01,   1.7000101527813E+02,   3.3596674793516E+01,   3.0753062400880E+01
  05/04/13 01:40:00.0,   2.8482050530729E+01,   1.7000101527813E+02,   3.3376545972074E+01,   3.0861737351544E+01
  05/04/13 01:45:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3431563233884E+01,   3.0916101114213E+01
  05/04/13 01:50:00.0,   2.8805285526265E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0861737351544E+01
  05/04/13 01:55:00.0,   2.8589756148489E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0753062400880E+01
  05/04/13 02:00:00.0,   2.8751393199593E+01,   1.7000101527813E+02,   3.3431622929027E+01,   3.0753062400880E+01
  05/04/13 02:05:00.0,   2.8589756148489E+01,   1.7000101527813E+02,   3.2937002289749E+01,   3.0861737351544E+01
  05/04/13 02:10:00.0,   2.8697520837377E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0970464876882E+01
  05/04/13 02:15:00.0,   2.8751433529498E+01,   1.7000101527813E+02,   3.3321618049755E+01,   3.0861763638881E+01
  05/04/13 02:20:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3596674793516E+01,   3.0970464876882E+01
  05/04/13 02:25:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3541627644605E+01,   3.1024908410473E+01
  05/04/13 02:30:00.0,   2.8751393199593E+01,   1.7000101527813E+02,   3.3376545972074E+01,   3.0861763638881E+01
  05/04/13 02:40:00.0,   2.8751393199593E+01,   1.7000101527813E+02,   3.3376665198666E+01,   3.1133716141994E+01
  05/04/13 02:45:00.0,   2.8805315873942E+01,   1.7000101527813E+02,   3.3404054602979E+01,   3.1106480788651E+01
  05/04/13 02:50:00.0,   2.8769390435412E+01,   1.7000101527813E+02,   3.3427367855251E+01,   3.1040268068571E+01
  05/04/13 02:55:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.0970464876882E+01
  05/04/13 03:00:00.0,   2.8643668028497E+01,   1.7000101527813E+02,   3.3541627644605E+01,   3.0970491393426E+01
  05/04/13 03:05:00.0,   2.8643628510705E+01,   1.7000101527813E+02,   3.3321618049755E+01,   3.1024855156094E+01
  05/04/13 03:10:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3596674793516E+01,   3.0753062400880E+01
  05/04/13 03:15:00.0,   2.8589834352795E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.1024908410473E+01
  05/04/13 03:20:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.1024855156094E+01
  05/04/13 03:25:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3376545972074E+01,   3.1188079469401E+01
  05/04/13 03:30:00.0,   2.8697520837377E+01,   1.7000101527813E+02,   3.3431563233884E+01,   3.1024855156094E+01
  05/04/13 03:35:00.0,   2.8643628510705E+01,   1.7000101527813E+02,   3.3541627644605E+01,   3.1079245435307E+01
  05/04/13 03:40:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.1079245435307E+01
  05/04/13 03:45:00.0,   2.8589775701825E+01,   1.7000101527813E+02,   3.3376545972074E+01,   3.1133662452354E+01
  05/04/13 03:50:00.0,   2.8697520837377E+01,   1.7000101527813E+02,   3.3541627644605E+01,   3.1079245435307E+01
  05/04/13 03:55:00.0,   2.8805285526265E+01,   1.7000101527813E+02,   3.3376545972074E+01,   3.0970464876882E+01
  05/04/13 04:00:00.0,   2.8697500872921E+01,   1.7000101527813E+02,   3.3431563233884E+01,   3.1079352379325E+01
  05/04/13 04:05:00.0,   2.8751393199593E+01,   1.7000101527813E+02,   3.3486580495693E+01,   3.1133662452354E+01
  05/04/13 04:10:00.0,   2.8589756148489E+01,   1.7000101527813E+02,   3.3596674793516E+01,   3.0970464876882E+01
  05/04/13 04:15:00.0,   2.8751393199593E+01,   1.7000101527813E+02,   3.3211613334177E+01,   3.1024855156094E+01
  05/04/13 04:20:00.0,   2.8805285526265E+01,   1.7000101527813E+02,   3.3376575780116E+01,   3.1133662452354E+01
