SPACECRAFT DATE/TIME ,   adcs_main ADRW1TRQF,   adcs_main ADRW2TRQF,   adcs_main ADRW3TRQF,   adcs_main ADRW4TRQF
        UTC          ,                    DN,                    DN,                    DN,                    DN
  03/06/13 00:00:00.0,   6.0058179991068E-03,   0.0000000000000E+00,  -8.0256825312972E-03,  -5.6548654101789E-03
  03/06/13 00:05:00.0,   6.0158728401324E-03,   0.0000000000000E+00,  -8.0367800240454E-03,  -5.6594583622523E-03
  03/06/13 00:10:00.0,   6.0256297599424E-03,   0.0000000000000E+00,  -8.0473809125456E-03,  -5.6652429991880E-03
  03/06/13 00:15:00.0,   6.0278145155232E-03,   0.0000000000000E+00,  -8.0588258998959E-03,  -5.6658884951551E-03
  03/06/13 00:20:00.0,   6.0360073489515E-03,   0.0000000000000E+00,  -8.0700227990746E-03,  -5.6699600851012E-03
  03/06/13 00:25:00.0,   6.0471050245197E-03,   0.0000000000000E+00,  -8.0762792280630E-03,  -5.6686442663991E-03
  03/06/13 00:30:00.0,   6.0595915073881E-03,   0.0000000000000E+00,  -8.0907761647895E-03,  -5.6784493798340E-03
  03/06/13 00:35:00.0,   6.0572096538779E-03,   0.0000000000000E+00,  -8.1020001027929E-03,  -5.6860974842781E-03
  03/06/13 00:40:00.0,   6.0718576423824E-03,   0.0000000000000E+00,  -8.1087034195662E-03,  -5.6869415943888E-03
  03/06/13 00:45:00.0,   6.0801746348213E-03,   0.0000000000000E+00,  -8.1203721561714E-03,  -5.6879346651074E-03
  03/06/13 00:50:00.0,   6.0860089252929E-03,   0.0000000000000E+00,  -8.1313457088293E-03,  -5.6982627138495E-03
  03/06/13 00:55:00.0,   6.0893606247478E-03,   0.0000000000000E+00,  -8.1405813658708E-03,  -5.6925277519775E-03
  03/06/13 01:00:00.0,   6.1020470173979E-03,   0.0000000000000E+00,  -8.1568177084665E-03,  -5.7048667222261E-03
  03/06/13 01:05:00.0,   6.1095695280911E-03,   0.0000000000000E+00,  -8.1653828291517E-03,  -5.7063066939774E-03
  03/06/13 01:10:00.0,   6.1256324469640E-03,   0.0000000000000E+00,  -8.1756860017776E-03,  -5.7105273008347E-03
  03/06/13 01:15:00.0,   6.1297785172141E-03,   0.0000000000000E+00,  -8.1901850276872E-03,  -5.7090625019842E-03
  03/06/13 01:20:00.0,   6.1369534531558E-03,   0.0000000000000E+00,  -8.1954980269074E-03,  -5.7143010199070E-03
  03/06/13 01:25:00.0,   6.1417201926049E-03,   0.0000000000000E+00,  -8.2085570810657E-03,  -5.7173299260045E-03
  03/06/13 01:30:00.0,   6.1492179520428E-03,   0.0000000000000E+00,  -8.2162534818053E-03,  -5.7190181687474E-03
  03/06/13 01:35:00.0,   6.1591476398079E-03,   0.0000000000000E+00,  -8.2287318563383E-03,  -5.7246546800199E-03
