SPACECRAFT DATE/TIME ,   adcs_main ADRW1TRQF,   adcs_main ADRW2TRQF,   adcs_main ADRW3TRQF,   adcs_main ADRW4TRQF
        UTC          ,                    DN,                    DN,                    DN,                    DN
  07/29/12 00:01:21.0,   4.3227575543160E-03,   0.0000000000000E+00,  -2.3085525876062E-03,   1.7528772083539E-03
  07/29/12 00:06:21.0,   4.3320924190706E-03,   0.0000000000000E+00,  -2.3231259976073E-03,   1.7572715755944E-03
  07/29/12 00:11:21.0,   4.3482298182475E-03,   0.0000000000000E+00,  -2.3311947510150E-03,   1.7557074787800E-03
  07/29/12 00:16:21.0,   4.3688361214376E-03,   0.0000000000000E+00,  -2.3424165004766E-03,   1.7701319271797E-03
  07/29/12 00:21:21.0,   4.3821930256043E-03,   0.0000000000000E+00,  -2.3557236103492E-03,   1.7792930373469E-03
  07/29/12 00:26:21.0,   4.4028243466624E-03,   0.0000000000000E+00,  -2.3681370320877E-03,   1.7820736730324E-03
  07/29/12 00:31:21.0,   4.4189865726071E-03,   0.0000000000000E+00,  -2.3764788450019E-03,   1.7887272721005E-03
  07/29/12 00:36:21.0,   4.4331377568214E-03,   0.0000000000000E+00,  -2.3883460824819E-03,   1.7921781767846E-03
  07/29/12 00:41:21.0,   4.4538930083650E-03,   0.0000000000000E+00,  -2.4000644318860E-03,   1.7972180550616E-03
  07/29/12 00:46:21.0,   4.4698814224256E-03,   0.0000000000000E+00,  -2.4094738029434E-03,   1.8022827050453E-03
  07/29/12 00:51:21.0,   4.4869128614664E-03,   0.0000000000000E+00,  -2.4189329013933E-03,   1.8141996209837E-03
  07/29/12 00:56:21.0,   4.5029511307611E-03,   0.0000000000000E+00,  -2.4324387532512E-03,   1.8215732171053E-03
  07/29/12 01:01:21.0,   4.5218195111768E-03,   0.0000000000000E+00,  -2.4425184819847E-03,   1.8208035821649E-03
  07/29/12 01:06:21.0,   4.5341832538773E-03,   0.0000000000000E+00,  -2.4544849967290E-03,   1.8307591825233E-03
  07/29/12 01:11:21.0,   4.5520090498030E-03,   0.0000000000000E+00,  -2.4642170897710E-03,   1.8368417812461E-03
  07/29/12 01:16:21.0,   4.5737769503735E-03,   0.0000000000000E+00,  -2.4765820646855E-03,   1.8427389226609E-03
  07/29/12 01:21:21.0,   4.5916328483538E-03,   0.0000000000000E+00,  -2.4953499700673E-03,   1.8500497067549E-03
  07/29/12 01:26:21.0,   4.6021593244452E-03,   0.0000000000000E+00,  -2.5040890139184E-03,   1.8573984270915E-03
  07/29/12 01:31:21.0,   4.6199353638332E-03,   0.0000000000000E+00,  -2.5113881691485E-03,   1.8604273335203E-03
  07/29/12 01:36:21.0,   4.6352286528992E-03,   0.0000000000000E+00,  -2.5242981746009E-03,   1.8619914251184E-03
  07/29/12 01:41:21.0,   4.6557853929698E-03,   0.0000000000000E+00,  -2.5415777203602E-03,   1.8736352181263E-03
  07/29/12 01:46:21.0,   4.6673796482776E-03,   0.0000000000000E+00,  -2.5445072985205E-03,   1.8776075142485E-03
  07/29/12 01:51:21.0,   4.6840881979143E-03,   0.0000000000000E+00,  -2.5585592736968E-03,   1.8830694214164E-03
