SPACECRAFT DATE/TIME ,   adcs_main ADRW1MTRT,   adcs_main ADRW2MTRT,   adcs_main ADRW3MTRT,   adcs_main ADRW4MTRT
        UTC          ,                     C,                     C,                     C,                     C
  07/29/12 00:01:21.0,   1.6727206501496E+01,   1.6870994997911E+02,   3.3727712844573E+01,   3.4473649032563E+01
  07/29/12 00:06:21.0,   1.6722136562341E+01,   1.6882185148908E+02,   3.3695268580738E+01,   3.4485446834674E+01
  07/29/12 00:11:21.0,   1.6708817540154E+01,   1.6877013299062E+02,   3.3718781388500E+01,   3.4416862976856E+01
  07/29/12 00:16:21.0,   1.6647216734852E+01,   1.6874404798845E+02,   3.3631510810014E+01,   3.4441791634775E+01
  07/29/12 00:21:21.0,   1.6597950077535E+01,   1.6866987018611E+02,   3.3620519445499E+01,   3.4383990385614E+01
  07/29/12 00:26:21.0,   1.6623196047905E+01,   1.6870440637039E+02,   3.3631485573263E+01,   3.4354502009480E+01
  07/29/12 00:31:21.0,   1.6539387583825E+01,   1.6872992655360E+02,   3.3632442607458E+01,   3.4413866209655E+01
  07/29/12 00:36:21.0,   1.6548220747288E+01,   1.6878282642747E+02,   3.3576424213864E+01,   3.4389401885486E+01
  07/29/12 00:41:21.0,   1.6493032607429E+01,   1.6872979990957E+02,   3.3560986341527E+01,   3.4351122699220E+01
  07/29/12 00:46:21.0,   1.6497139918082E+01,   1.6868507880653E+02,   3.3518464058644E+01,   3.4363218989953E+01
  07/29/12 00:51:21.0,   1.6446653095253E+01,   1.6875002977211E+02,   3.3507428544879E+01,   3.4324235437230E+01
  07/29/12 00:56:21.0,   1.6430946960698E+01,   1.6868507880653E+02,   3.3492400116109E+01,   3.4299232672856E+01
  07/29/12 01:01:21.0,   1.6397251128628E+01,   1.6875015641614E+02,   3.3489578646541E+01,   3.4276446234043E+01
  07/29/12 01:06:21.0,   1.6385741182557E+01,   1.6878307305005E+02,   3.3486615088514E+01,   3.4293435167138E+01
  07/29/12 01:11:21.0,   1.6356953372510E+01,   1.6887064908319E+02,   3.3459841180221E+01,   3.4282423362383E+01
  07/29/12 01:16:21.0,   1.6334556352284E+01,   1.6886112317326E+02,   3.3420013626167E+01,   3.4223659300085E+01
  07/29/12 01:21:21.0,   1.6307491501586E+01,   1.6864951367954E+02,   3.3400380756501E+01,   3.4255544301792E+01
  07/29/12 01:26:21.0,   1.6271241804740E+01,   1.6878270311618E+02,   3.3405518122423E+01,   3.4238178600468E+01
  07/29/12 01:31:21.0,   1.6260904487435E+01,   1.6871007662314E+02,   3.3388491517794E+01,   3.4234632541287E+01
  07/29/12 01:36:21.0,   1.6216744883839E+01,   1.6878270311618E+02,   3.3344759695124E+01,   3.4229461604247E+01
  07/29/12 01:41:21.0,   1.6260978801344E+01,   1.6879023620914E+02,   3.3305244649211E+01,   3.4171974161682E+01
  07/29/12 01:46:21.0,   1.6216853026219E+01,   1.6878282642747E+02,   3.3286871854416E+01,   3.4185862260739E+01
  07/29/12 01:51:21.0,   1.6183457251040E+01,   1.6893095873873E+02,   3.3320106127777E+01,   3.4189871187253E+01
  07/29/12 01:56:21.0,   1.6156420712082E+01,   1.6880264723650E+02,   3.3301320332841E+01,   3.4136458989285E+01
  07/29/12 02:01:21.0,   1.6112007436185E+01,   1.6879023620914E+02,   3.3236921928305E+01,   3.4145085315417E+01
  07/29/12 02:06:21.0,   1.6086789317636E+01,   1.6884154898681E+02,   3.3266608575469E+01,   3.4113222670634E+01
  07/29/12 02:11:21.0,   1.6118189646301E+01,   1.6875028306017E+02,   3.3230950095102E+01,   3.4106296156141E+01
  07/29/12 02:16:21.0,   1.6086783600974E+01,   1.6882209811166E+02,   3.3255052600254E+01,   3.4084176058981E+01
  07/29/12 02:21:21.0,   1.6077823592633E+01,   1.6860956053057E+02,   3.3225013509591E+01,   3.4115266731771E+01
  07/29/12 02:26:21.0,   1.6020107835196E+01,   1.6872398055684E+02,   3.3231876553441E+01,   3.4092875566119E+01
  07/29/12 02:31:21.0,   1.6021743434771E+01,   1.6872992655360E+02,   3.3171537865752E+01,   3.4082444895215E+01
  07/29/12 02:36:21.0,   1.6011057695676E+01,   1.6880227730263E+02,   3.3214535516571E+01,   3.4055123080993E+01
  07/29/12 02:41:21.0,   1.5968879593470E+01,   1.6866961689806E+02,   3.3138884331784E+01,   3.4022783227993E+01
  07/29/12 02:46:21.0,   1.5983762435489E+01,   1.6870477630427E+02,   3.3127786602928E+01,   3.4028986387583E+01
  07/29/12 02:51:21.0,   1.5978213550569E+01,   1.6864989361163E+02,   3.3174510194683E+01,   3.4019786518994E+01
  07/29/12 02:56:21.0,   1.5947378388941E+01,   1.6874355474329E+02,   3.3116197849992E+01,   3.4011553972554E+01
  07/29/12 03:01:21.0,   1.5965779156078E+01,   1.6877025963465E+02,   3.3135896030006E+01,   3.3995927079283E+01
  07/29/12 03:06:21.0,   1.5953472786813E+01,   1.6872410386813E+02,   3.3127775705602E+01,   3.4023166577160E+01
  07/29/12 03:11:21.0,   1.5909544012490E+01,   1.6866961689806E+02,   3.3073541967976E+01,   3.3951206522189E+01
  07/29/12 03:16:21.0,   1.5929158071255E+01,   1.6876362217490E+02,   3.3078630986963E+01,   3.3959280588084E+01
  07/29/12 03:21:21.0,   1.5890851222364E+01,   1.6864989361163E+02,   3.3085419919959E+01,   3.3960149321999E+01
  07/29/12 03:26:21.0,   1.5895742214387E+01,   1.6864580712234E+02,   3.3072842890311E+01,   3.3973791973080E+01
  07/29/12 03:31:21.0,   1.5865957081883E+01,   1.6868972011657E+02,   3.3064636295204E+01,   3.3918392883549E+01
  07/29/12 03:36:21.0,   1.5874330605714E+01,   1.6874367805458E+02,   3.3064166908823E+01,   3.3918638867840E+01
  07/29/12 03:41:21.0,   1.5850264754340E+01,   1.6881021278362E+02,   3.3023093002486E+01,   3.3933298097664E+01
  07/29/12 03:46:21.0,   1.5841024672557E+01,   1.6878270311618E+02,   3.3041037713870E+01,   3.3898340998208E+01
  07/29/12 03:51:21.0,   1.5831572685565E+01,   1.6874990312808E+02,   3.2999340279484E+01,   3.3921392818502E+01
  07/29/12 03:56:21.0,   1.5798406151532E+01,   1.6868520211782E+02,   3.3017931825695E+01,   3.3921531298009E+01
  07/29/12 04:01:21.0,   1.5787829585880E+01,   1.6860956053057E+02,   3.2993421255214E+01,   3.3882631435339E+01
  07/29/12 04:06:21.0,   1.5783172662286E+01,   1.6868483218394E+02,   3.3006374223774E+01,   3.3892514851097E+01
  07/29/12 04:11:21.0,   1.5750218098044E+01,   1.6881021278362E+02,   3.2942989667701E+01,   3.3894548122637E+01
  07/29/12 04:16:21.0,   1.5758896838419E+01,   1.6864605374492E+02,   3.2968813510995E+01,   3.3857680230320E+01
  07/29/12 04:21:21.0,   1.5706467938276E+01,   1.6862953710506E+02,   3.2996382385617E+01,   3.3897523627303E+01
  07/29/12 04:26:21.0,   1.5710000258296E+01,   1.6880252392521E+02,   3.2991925695781E+01,   3.3877998711748E+01
  07/29/12 04:31:21.0,   1.5722160751634E+01,   1.6870982333508E+02,   3.2969654228875E+01,   3.3843889596743E+01
  07/29/12 04:36:21.0,   1.5740560310992E+01,   1.6874355474329E+02,   3.2954369682567E+01,   3.3837380767376E+01
  07/29/12 04:41:21.0,   1.5687676255380E+01,   1.6864964032357E+02,   3.2910366345295E+01,   3.3828982746207E+01
  07/29/12 04:46:21.0,   1.5719172795178E+01,   1.6878294973876E+02,   3.2925480330100E+01,   3.3854789372753E+01
  07/29/12 04:51:21.0,   1.5740866212443E+01,   1.6877013299062E+02,   3.2883646287754E+01,   3.3852822627416E+01
  07/29/12 04:56:21.0,   1.5710079110857E+01,   1.6870465299297E+02,   3.2934148501145E+01,   3.3828673301607E+01
  07/29/12 05:01:21.0,   1.5703348613217E+01,   1.6870994997911E+02,   3.2898472615872E+01,   3.3808139522484E+01
  07/29/12 05:06:21.0,   1.5679565651716E+01,   1.6882209811166E+02,   3.2885065792072E+01,   3.3840276388522E+01
  07/29/12 05:11:21.0,   1.5690816035961E+01,   1.6856948073758E+02,   3.2907394146685E+01,   3.3808139522484E+01
  07/29/12 05:16:21.0,   1.5652149072254E+01,   1.6874380136587E+02,   3.2902374420544E+01,   3.3796761242506E+01
  07/29/12 05:21:21.0,   1.5703335097182E+01,   1.6875028306017E+02,   3.2880677176916E+01,   3.3784307742546E+01
  07/29/12 05:26:21.0,   1.5643016976062E+01,   1.6890014823486E+02,   3.2882176405800E+01,   3.3776461776212E+01
  07/29/12 05:31:21.0,   1.5675144042220E+01,   1.6877025963465E+02,   3.2868821539126E+01,   3.3772379707549E+01
  07/29/12 05:36:21.0,   1.5685648186626E+01,   1.6862647955848E+02,   3.2824420902075E+01,   3.3790966822740E+01
  07/29/12 05:41:21.0,   1.5646877124873E+01,   1.6870969669105E+02,   3.2877738336874E+01,   3.3778356731663E+01
  07/29/12 05:46:21.0,   1.5682721930786E+01,   1.6870465299297E+02,   3.2807096904096E+01,   3.3753254015186E+01
  07/29/12 05:51:21.0,   1.5637579675567E+01,   1.6866974354208E+02,   3.2821357584556E+01,   3.3709840237587E+01
  07/29/12 05:56:21.0,   1.5658230901480E+01,   1.6868495549524E+02,   3.2847509840729E+01,   3.3721364095960E+01
