SPACECRAFT DATE/TIME ,   adcs_main ADATTERRX,   adcs_main ADATTERRY,   adcs_main ADATTERRZ
        UTC          ,                    DN,                    DN,                    DN
  06/28/12 00:01:22.0,   2.2116648885352E-05,   8.2269320196455E-06,   9.7201288741201E-06
  06/28/12 00:06:22.0,   2.3286293272376E-05,   1.0084806447708E-05,   1.0163036108679E-05
  06/28/12 00:11:22.0,   2.3150018868807E-05,   1.0750539001874E-05,   1.0876333890089E-05
  06/28/12 00:16:22.0,   2.4032619820274E-05,   1.1531414611897E-05,   1.2089017038997E-05
  06/28/12 00:21:22.0,   2.3203860261371E-05,   1.0713323688786E-05,   9.4419715482311E-06
  06/28/12 00:26:22.0,   2.2720005113292E-05,   1.0604093771706E-05,   9.2563386708101E-06
  06/28/12 00:31:22.0,   2.4266316767096E-05,   1.1243281859991E-05,   1.0665684175575E-05
  06/28/12 00:36:22.0,   2.2443153130706E-05,   1.1228118194583E-05,   9.9411663127698E-06
  06/28/12 00:41:22.0,   2.3275640676100E-05,   1.1289412270070E-05,   9.6953267136367E-06
  06/28/12 00:46:22.0,   2.2618723700621E-05,   1.2003611723762E-05,   9.6979543023771E-06
  06/28/12 00:51:22.0,   2.1537570919696E-05,   1.2627580586829E-05,   9.1211363578389E-06
  06/28/12 00:56:22.0,   2.1798633965911E-05,   1.2230368349375E-05,   8.2761065879243E-06
  06/28/12 01:01:22.0,  -8.8148732781216E-06,  -3.6680051683409E-06,  -3.6434576031752E-06
  06/28/12 01:06:22.0,   2.1377242774179E-05,   6.7707824200625E-06,   9.3310430884230E-06
  06/28/12 01:11:22.0,  -7.1034416275021E-06,  -3.2529527137134E-06,  -1.9634271666291E-06
  06/28/12 01:16:22.0,  -1.1834947144962E-05,  -4.0974916828418E-06,  -6.1675670508521E-06
  06/28/12 01:21:22.0,   3.0955185745067E-06,   5.9400673914449E-06,   3.9901228774397E-06
  06/28/12 01:26:22.0,  -1.6931404388743E-05,  -6.8487622968405E-06,  -6.1474623151980E-06
  06/28/12 01:31:22.0,   1.4575116438209E-06,   5.0941570558886E-06,   1.4984908981811E-06
  06/28/12 01:36:22.0,  -1.1246302165091E-06,   8.5177771325107E-07,   4.0774893932394E-06
  06/28/12 01:41:22.0,  -1.0546194062044E-05,  -4.0950332997151E-06,  -3.5371517697058E-06
  06/28/12 01:46:22.0,   1.3092103017698E-05,   8.9419293090032E-06,   5.8012531916063E-06
  06/28/12 01:51:22.0,  -7.8882124701825E-06,  -3.8308098737616E-06,  -4.1362429025564E-06
  06/28/12 01:56:22.0,  -3.4334261727054E-06,   2.0636971385102E-06,  -1.3397359452938E-06
  06/28/12 02:01:22.0,   1.0061298477619E-05,   6.0622657353330E-06,   7.1920400538753E-06
  06/28/12 02:06:22.0,  -2.5009770979523E-05,  -1.7509703411633E-05,  -1.3670563930646E-05
  06/28/12 02:11:22.0,   5.2630048230640E-06,   7.5089345349018E-06,   2.8184357840170E-06
  06/28/12 02:16:22.0,   4.9223863243242E-06,   2.5517538233544E-06,  -2.1018254301453E-06
  06/28/12 02:21:22.0,  -1.3504332249189E-05,  -8.6728373389633E-06,  -8.3605034433276E-06
  06/28/12 02:26:22.0,   1.7592953554413E-05,   1.2809834515792E-05,   1.0097481663252E-05
  06/28/12 02:31:22.0,  -9.2015816335334E-06,  -6.8410029901618E-06,  -4.1730208977242E-06
  06/28/12 02:36:22.0,  -3.2134439607034E-06,  -4.5227220653032E-06,  -5.2871871503157E-06
  06/28/12 02:41:22.0,   1.2259585976911E-05,   7.6676281726880E-06,   4.8652830931436E-06
  06/28/12 02:46:22.0,  -3.0796129067312E-05,  -1.3295555618242E-05,  -1.2487559615693E-05
  06/28/12 02:51:22.0,  -9.4375839883772E-08,   1.2803520803573E-06,   5.0325312865122E-07
  06/28/12 02:56:22.0,   7.0736768975621E-07,  -3.9629185266676E-07,  -4.5311292069528E-06
  06/28/12 03:01:22.0,  -1.2209601663926E-05,  -6.5210501816182E-06,  -8.1060394071149E-06
  06/28/12 03:06:22.0,   2.1628371086990E-05,   1.6106038401631E-05,   1.2860253718827E-05
  06/28/12 03:11:22.0,  -8.1008790099683E-06,  -5.8976979744330E-06,  -3.6645724321716E-06
  06/28/12 03:16:22.0,  -8.0368586168333E-06,  -9.3488438324130E-06,  -3.8335555245794E-06
  06/28/12 03:21:22.0,   1.4145117953982E-05,   2.9736086162302E-06,   4.7707953854115E-06
  06/28/12 03:26:22.0,  -1.9346540284459E-05,  -1.1914231890842E-05,  -1.0266212484566E-05
  06/28/12 03:31:22.0,   2.8136795056829E-07,   1.0174038228191E-06,   2.9051937720700E-06
  06/28/12 03:36:22.0,   3.1323397706728E-06,   2.8173872124171E-08,  -1.4856830148346E-06
  06/28/12 03:41:22.0,  -8.8391501170311E-06,  -4.2983318356467E-06,  -5.3439005872254E-06
  06/28/12 03:46:22.0,   1.6873173535714E-05,   1.0509296771488E-05,   7.8450902947225E-06
  06/28/12 03:51:22.0,  -7.3536169414486E-06,  -5.6574958762212E-07,  -2.2662831421864E-06
  06/28/12 03:56:22.0,  -1.8123663721781E-05,  -4.3752179408330E-06,  -8.4307901033753E-06
  06/28/12 04:01:22.0,   1.0330538013174E-05,   4.8400227872965E-06,   4.4067066937714E-06
  06/28/12 04:06:22.0,  -1.4140029179543E-05,  -8.6682161963836E-06,  -5.0572546115291E-06
  06/28/12 04:11:22.0,   6.0856412649931E-07,  -2.8785639187845E-06,   2.0317202142905E-07
  06/28/12 04:16:22.0,   1.2114207493141E-05,   6.5702681695257E-06,   5.3837311497773E-06
  06/28/12 04:21:22.0,  -1.0297265513752E-05,  -6.1217707904386E-06,  -4.3100961496142E-06
  06/28/12 04:26:22.0,   3.9227525121532E-06,  -9.5824498203001E-06,   1.1854878266604E-05
  06/28/12 04:31:22.0,  -1.4903941822316E-05,   6.5442673076177E-06,  -4.0736286640216E-06
  06/28/12 04:36:22.0,   1.6688689925104E-05,  -5.2460654842434E-06,   4.8978401991917E-06
  06/28/12 04:41:22.0,  -3.6343728121816E-06,  -1.1770616765716E-05,   3.5746161302086E-06
  06/28/12 04:46:22.0,  -1.0079729236168E-05,   2.4314112124557E-05,  -1.3777870663034E-05
  06/28/12 04:51:22.0,   4.2337039000510E-06,  -1.0297423311082E-05,   7.7154245445854E-06
  06/28/12 04:56:22.0,   5.0085927796317E-06,  -1.4873976397212E-05,   4.4136918404547E-06
  06/28/12 05:01:22.0,  -3.0189013765873E-06,   9.6268104243791E-06,  -8.9784422622567E-06
  06/28/12 05:06:22.0,   6.4776216319729E-06,  -2.8198646759847E-05,   2.1466610633070E-05
  06/28/12 05:11:22.0,  -4.9755381041905E-06,   1.6111397902326E-05,  -8.9047553046839E-06
  06/28/12 05:16:22.0,  -2.0634204247472E-06,   1.4176333024807E-05,  -7.1852741712064E-06
  06/28/12 05:21:22.0,   6.9225222129414E-06,  -1.1627033018158E-05,   8.0400706489551E-06
  06/28/12 05:26:22.0,  -9.9998758287256E-06,   3.7130287637410E-05,  -2.6461309971637E-05
  06/28/12 05:31:22.0,   1.3421679891262E-05,  -3.4286440987253E-05,   2.0585580055135E-05
  06/28/12 05:36:22.0,   1.3747267752860E-05,  -3.5856237374972E-05,   2.1281792084795E-05
  06/28/12 05:41:22.0,   1.3725201131073E-05,  -3.3927747865210E-05,   2.0637378162437E-05
  06/28/12 05:46:22.0,   1.3726055069671E-05,  -3.7140476647496E-05,   2.2906745093147E-05
  06/28/12 05:51:22.0,   1.3563943653958E-05,  -3.4575385096758E-05,   2.1005469627711E-05
  06/28/12 05:56:22.0,   1.4378324026025E-05,  -3.6449582198243E-05,   2.2493333674063E-05
  06/28/12 06:01:22.0,   1.3576413651278E-05,  -3.7207271466636E-05,   2.3163452274625E-05
  06/28/12 06:06:22.0,   1.4003277094055E-05,  -3.6090654508111E-05,   2.2231833519108E-05
  06/28/12 06:11:22.0,   1.4581742638634E-05,  -3.6486405087408E-05,   2.1838371116270E-05
  06/28/12 06:16:22.0,   1.2623961013863E-05,  -3.7624573693999E-05,   2.2366252524080E-05
  06/28/12 06:21:22.0,   1.1904404907263E-05,  -3.2794774644524E-05,   1.9753624883379E-05
  06/28/12 06:26:22.0,   1.3088511364820E-05,  -3.3577577829792E-05,   2.0306218564551E-05
  06/28/12 06:31:22.0,   1.2508992882998E-05,  -3.4129290784163E-05,   2.0093382595582E-05
  06/28/12 06:36:22.0,   1.2971763952079E-05,  -3.4146781485899E-05,   1.9983527569168E-05
  06/28/12 06:41:22.0,   1.0927187708220E-05,  -3.6376571571102E-05,   2.0983829017496E-05
  06/28/12 06:46:22.0,   1.3888806083975E-05,  -3.4771795654729E-05,   2.0598525405801E-05
  06/28/12 06:51:22.0,   1.4454067662276E-05,  -3.7421615731243E-05,   2.1777423510988E-05
  06/28/12 06:56:22.0,   1.3611034533803E-05,  -3.4996929402134E-05,   2.0534076972977E-05
  06/28/12 07:01:22.0,   1.2370541091760E-05,  -3.6301073926658E-05,   2.2461757258238E-05
  06/28/12 07:06:22.0,   1.4239045099611E-05,  -3.5987055619047E-05,   2.1854769364346E-05
  06/28/12 07:11:22.0,   1.3634858656918E-05,  -3.6356994810789E-05,   2.2117837417752E-05
  06/28/12 07:16:22.0,   1.3781139538575E-05,  -3.6282274171147E-05,   2.2331769858470E-05
  06/28/12 07:21:22.0,   1.3562788684833E-05,  -3.6615016804056E-05,   2.2146492341704E-05
  06/28/12 07:26:22.0,   1.3112752667301E-05,  -3.4492014189406E-05,   2.0948524421235E-05
  06/28/12 07:31:22.0,   1.3982056214433E-05,  -3.7093737443105E-05,   2.2048453726487E-05
  06/28/12 07:36:22.0,   1.2824093242140E-05,  -3.4812114079567E-05,   2.0629240417054E-05
  06/28/12 07:41:22.0,   1.3044950891638E-05,  -3.4933753813203E-05,   1.9886227805314E-05
  06/28/12 07:46:22.0,   1.3626257722803E-05,  -3.5470663346925E-05,   2.0926149516480E-05
  06/28/12 07:51:22.0,   1.3345668013345E-05,  -3.4465123866943E-05,   2.1693172230799E-05
