SPACECRAFT DATE/TIME ,   adcs_main ADRW1TCMD,   adcs_main ADRW2TCMD,   adcs_main ADRW3TCMD,   adcs_main ADRW4TCMD
        UTC          ,                    DN,                    DN,                    DN,                    DN
  08/29/12 00:01:04.0,  -8.0743126757443E-03,   0.0000000000000E+00,   8.6090698163025E-03,  -6.4142472366802E-03
  08/29/12 00:06:04.0,  -8.1174303591251E-03,   0.0000000000000E+00,   8.9654774447748E-03,  -6.6869300491332E-03
  08/29/12 00:11:04.0,  -8.1177514418960E-03,   0.0000000000000E+00,   8.6799407432166E-03,  -6.4858276078788E-03
  08/29/12 00:16:04.0,  -7.9294560477138E-03,   0.0000000000000E+00,   8.4237703680992E-03,  -6.3912050402723E-03
  08/29/12 00:21:04.0,  -8.0660219055911E-03,   0.0000000000000E+00,   8.9107552357018E-03,  -6.7965929210186E-03
  08/29/12 00:26:04.0,  -7.9803017713130E-03,   0.0000000000000E+00,   8.5138532100245E-03,  -6.3400250940079E-03
  08/29/12 00:31:04.0,  -8.1995582270126E-03,   0.0000000000000E+00,   9.0067909708887E-03,  -6.9153859202440E-03
  08/29/12 00:36:04.0,  -8.1181355503698E-03,   0.0000000000000E+00,   8.8391975942068E-03,  -6.6700369026027E-03
  08/29/12 00:41:04.0,  -8.0911917456736E-03,   0.0000000000000E+00,   8.7893939743905E-03,  -6.4341123246898E-03
  08/29/12 00:46:04.0,  -8.1149731638531E-03,   0.0000000000000E+00,   8.8773191454432E-03,  -6.6094464114697E-03
  08/29/12 00:51:04.0,  -8.0738749230901E-03,   0.0000000000000E+00,   8.5783320975800E-03,  -6.3668289062722E-03
  08/29/12 00:56:04.0,  -8.1257307591538E-03,   0.0000000000000E+00,   9.0314526910273E-03,  -6.6703668919702E-03
  08/29/12 01:01:04.0,  -8.1583013385534E-03,   0.0000000000000E+00,   8.9786506537348E-03,  -6.6411168213623E-03
  08/29/12 01:06:04.0,  -8.1379328761250E-03,   0.0000000000000E+00,   8.8193410844542E-03,  -6.6155281468915E-03
  08/29/12 01:11:04.0,  -8.3363176447650E-03,   0.0000000000000E+00,   9.2060722107999E-03,  -6.8795670010149E-03
  08/29/12 01:16:04.0,  -8.1935292296112E-03,   0.0000000000000E+00,   8.8207691259837E-03,  -6.4572601730470E-03
  08/29/12 01:21:04.0,  -8.1948359310627E-03,   0.0000000000000E+00,   8.9983030362782E-03,  -6.6726975267132E-03
  08/29/12 01:26:04.0,  -8.2069875641416E-03,   0.0000000000000E+00,   9.0760815205673E-03,  -6.6493060610568E-03
  08/29/12 01:31:04.0,  -8.1376360263675E-03,   0.0000000000000E+00,   8.8386348471977E-03,  -6.5730898726421E-03
  08/29/12 01:36:04.0,  -8.4386486994723E-03,   0.0000000000000E+00,   9.2105592016984E-03,  -6.9256915780716E-03
  08/29/12 01:41:04.0,  -8.3455775305629E-03,   0.0000000000000E+00,   9.1701729628160E-03,  -6.7626390881681E-03
